
Apartment Name,Short Description,Rooms and Bathrooms,Price per Night,Host Name,Account Active Since,Guest favourite stars,Guest favourite reviews
Large apartment with 2 bedrooms,"Entire rental unit in Berlin, Germany",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,€ 200 ,Hosted by Alf,3 months hosting,Not guest favourite,Not guest favourite
U2 subway zips you to the zoo & Alexanderplatz,"Room in hotel in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 private bath,€ 124 ,Hosted by Novum Hotel Aldea Berlin Center,2 months hosting,Not guest favourite,Not guest favourite
Schiffscontainer Deluxe,"Shipping container in Schöneiche bei Berlin, Germany",2 guests ·  · 1 bed ·  · 1 bath,Price not specified,Hosted by Stefan,2 months hosting,Not guest favourite,Not guest favourite
A rural idyll at the edge of Berlin,"Entire rental unit in Schönefeld, Germany",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,€ 97 ,Hosted by Beate,4 years hosting,Not guest favourite,Not guest favourite
Caravan Naturgarten Waldrand,"Private room in camper/rv in Michendorf, Germany",3 guests ·  · 1 bedroom ·  · 2 beds ·  · 1.5 shared baths,€ 36 ,Hosted by Michael,9 years hosting,Not guest favourite,Not guest favourite
Accommodation with terrace for 6 persons,"Entire rental unit in Petershagen/Eggersdorf, Germany",6 guests ·  · 3 bedrooms ·  · 6 beds ·  · 1 bath,€ 144 ,Hosted by Kevin & Nadine,6 years hosting,Not guest favourite,Not guest favourite
Quadruple room in the center of Berlin,"Room in hotel in Berlin, Germany",4 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 shared bath,€ 200 ,Hosted by Hotel Ambiente,2 years hosting,Not guest favourite,Not guest favourite
Feel-good oasis pool heated + sauna Berlin,"Entire home in Blankenfelde-Mahlow, Germany",6 guests ·  · 3 bedrooms ·  · 7 beds ·  · 1 bath,€ 300 ,Hosted by Ingo,5 years hosting,Not guest favourite,Not guest favourite
Twin room in Berlin Schöneberg,"Room in hotel in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,€ 124 ,Hosted by Hotel Ambiente,2 years hosting,Not guest favourite,Not guest favourite
Luxury suite in Prenzlauer Berg,"Room in Berlin, Germany",1 bed ·  · Private attached bathroom,€ 99 ,Hosted by Frank,6 months hosting,Not guest favourite,Not guest favourite
Furnished apartment with balcony & parking space,"Entire rental unit in Blankenfelde-Mahlow, Germany",6 guests ·  · 3 bedrooms ·  · 6 beds ·  · 1 bath,€ 176 ,Hosted by Elaine,2 months hosting,Not guest favourite,Not guest favourite
