Apartment Name,Short Description,Rooms and Bathrooms,Price per Night,Host Name,Account Active Since,Guest favourite stars,Guest favourite reviews
Apartment - Chez Lisa,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 124 ,Hosted by Lisa,8 months hosting,5.0,9
Comfort and Convenience with A/C - Near Montmartre,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 58 ,Hosted by Checkmyguest,2 years hosting,Not guest favourite,Not guest favourite
Amazing apartment in Saint-Germain-des-Prés,"Entire rental unit in Paris, France",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,€ 360 ,Hosted by Alexis, · 6 years hosting,4.85,26
2 bedrooms - 5 min from Paris & 30 min from Disney,"Entire condo in Vincennes, France",4 guests ·  · 2 bedrooms ·  · 1.5 baths,€ 143 ,Hosted by Anne,8 years hosting,Not guest favourite,Not guest favourite
Quiet studio 35 m² on the outskirts of Paris (Metro 8),"Entire rental unit in Maisons-Alfort, France",2 guests ·  · Studio ·  · 1 bath,€ 85 ,Hosted by Blandine, · 4 years hosting,5.0,12
Residence Le Fleurus,"Entire rental unit in Paris, France",2 guests ·  · Studio ·  · 4 beds ·  · 1 bath,€ 106 ,Hosted by Nora,11 years hosting,Not guest favourite,Not guest favourite
"Heaven apartment in the center （rare, 60m2!)","Entire rental unit in Paris, France",1 guest ·  · 1 bedroom ·  · 1 bath,€ 160 ,Hosted by Kamilia, · 8 months hosting,5.0,5
Ideal two bedroom apartment 2 steps from the lake,"Entire rental unit in Enghien-les-Bains, France",3 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1.5 baths,€ 105 ,Hosted by Charles-Emmanuel, · 1 year hosting,5.0,20
"BEAUTIFUL PARISIAN APARTMENT, TYPICAL OF THE MARAIS","Entire rental unit in Paris, France",4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 212 ,Hosted by Benjamin, · 5 years hosting,4.94,90
Small nest - RER C 5min walk,"Entire rental unit in Vitry-sur-Seine, France",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 54 ,Hosted by David,5 years hosting,Not guest favourite,Not guest favourite
