"Cozy, quiet luxury townhome.","Room in Las Vegas, Nevada, United States",1 bed ·  · Dedicated bathroom,Price not specified,Stay with Alicia,8 months hosting,Not guest favourite,Not guest favourite
#36 La Lux Oasis w/Pool & Spa: mins to LVStrip/LAS,"Entire home in Las Vegas, Nevada, United States",15 guests ·  · 5 bedrooms ·  · 7 beds ·  · 3 baths,€ 761 ,Hosted by Escape Travel Club,6 years hosting,Not guest favourite,Not guest favourite
NEW: Luxury Spanish Colonial Home - 9MIN STRIP!,"Entire home in Las Vegas, Nevada, United States",16+ guests ·  · 4 bedrooms ·  · 7 beds ·  · 3 baths,€ 704 ,Hosted by Joe, · 5 years hosting,Not guest favourite,Not guest favourite
#81 Epic Family Oasis w/Outdoor Pool & Hot Spa/BBQ,"Entire home in Las Vegas, Nevada, United States",16+ guests ·  · 5 bedrooms ·  · 11 beds ·  · 3 baths,Price not specified,Hosted by Escape Travel Club,6 years hosting,Not guest favourite,Not guest favourite
Serviced apartment in Las Vegas,Description not specifed,Utilities not specified,Price not specified,Host name not specified,2 years hosting,Not guest favourite,Not guest favourite
Yellow  room,"Room in Las Vegas, Nevada, United States",1 queen bed ·  · Shared bathroom,€ 101 ,Stay with Summer,3 years hosting,Not guest favourite,Not guest favourite
have fun In vegas,"Room in North Las Vegas, Nevada, United States",1 bed ·  · Shared bathroom,€ 166 ,Stay with Scott,1 year hosting,Not guest favourite,Not guest favourite
Huge 3 bedroom Home 5 minutes from the strip!,"Entire home in Las Vegas, Nevada, United States",10 guests ·  · 3 bedrooms ·  · 6 beds ·  · 2.5 baths,€ 348 ,Hosted by Deyonna,3 years hosting,Not guest favourite,Not guest favourite
Grand Desert 1 Bedroom,"Entire rental unit in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 158 ,Hosted by Evan,2 years hosting,Not guest favourite,Not guest favourite
MGM signature cozy suite w/ Balcony and Cabana,"Entire rental unit in Las Vegas, Nevada, United States",8 guests ·  · 1 bedroom ·  · 4 beds ·  · 2 baths,€ 321 ,Hosted by Juan, · 8 months hosting,Not guest favourite,Not guest favourite
Specious  space with 55 inches TV (C),"Private room in home in Las Vegas, Nevada, United States",5 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 shared bath,€ 144 ,Hosted by Crystal Palace,3 years hosting,Not guest favourite,Not guest favourite
Las Vegas Tropicana Blvd - 2bdrm/2b Deluxe w/Queen,"Entire condo in Las Vegas, Nevada, United States",6 guests ·  · 2 bedrooms ·  · 3 beds ·  · 2 baths,€ 344 ,Hosted by LaTonya,4 years hosting,Not guest favourite,Not guest favourite
The Berkley Las Vegas (1bdrm suite),"Private room in resort in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 private bath,€ 395 ,Hosted by Sammy,10 years hosting,Not guest favourite,Not guest favourite
SANITIZED SAFE Luxury Home-NO RESORT FEES!,"Entire condo in Las Vegas, Nevada, United States",6 guests ·  · 2 bedrooms ·  · 4 beds ·  · 2 baths,€ 279 ,Hosted by Maya,10 years hosting,Not guest favourite,Not guest favourite
Luxurious 1BR Suite at Wyndham Grand Desert,"Entire condo in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 164 ,Hosted by David, · 3 years hosting,Not guest favourite,Not guest favourite
Luxury 4 bedroom  Vacation Home,"Entire home in Las Vegas, Nevada, United States",6 guests ·  · 4 bedrooms ·  · 4 beds ·  · 2.5 baths,€ 466 ,Hosted by Kathy,8 years hosting,Not guest favourite,Not guest favourite
Luxury 2BR/2BA Penthouse Villa on Las Vegas Strip,"Entire serviced apartment in Las Vegas, Nevada, United States",8 guests ·  · 2 bedrooms ·  · 4 beds ·  · 2 baths,€ 730 ,Hosted by Christopher,8 years hosting,Not guest favourite,Not guest favourite
Specious  space with 55 inches TV (C),"Private room in home in Las Vegas, Nevada, United States",5 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 shared bath,€ 144 ,Hosted by Crystal Palace,3 years hosting,Not guest favourite,Not guest favourite
Luxurious 1BR Suite at Wyndham Grand Desert,"Entire condo in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 164 ,Hosted by Live Suite,2 years hosting,Not guest favourite,Not guest favourite
Suite in Grandview Las Vegas,"Entire home in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 245 ,Hosted by Luis,2 months hosting,Not guest favourite,Not guest favourite
Las Vegas MGM Signature Two Bedroom Balcony Suites,"Room in hotel in Las Vegas, Nevada, United States",8 guests ·  · 2 bedrooms ·  · 4 beds ·  · 3 baths,€ 618 ,Hosted by Amalz,2 years hosting,Not guest favourite,Not guest favourite
2BR with Private Living Room + Private Patio,"Room in Las Vegas, Nevada, United States",2 bedrooms ·  · 2 queen beds ·  · Dedicated bathroom,€ 207 ,Stay with Himanshu, · 3 years hosting,Not guest favourite,Not guest favourite
Luxurious 1BR Suite at Wyndham Grand Desert,"Entire condo in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 164 ,Hosted by Suite Life, · 2 years hosting,Not guest favourite,Not guest favourite
"Unit 10 Secure, quiet studio with laundry","Entire guest suite in Las Vegas, Nevada, United States",10 guests ·  · Studio ·  · 3 beds ·  · 1 bath,€ 280 ,Hosted by Mark,7 years hosting,Not guest favourite,Not guest favourite
Vegas Adventure Awaits! Close to STRIP and Airport,"Entire home in Las Vegas, Nevada, United States",7 guests ·  · 3 bedrooms ·  · 4 beds ·  · 2.5 baths,€ 260 ,Hosted by Gus,3 years hosting,Not guest favourite,Not guest favourite
ModernLux CloseToStripHeatedPoolKidsSplashZone,"Entire condo in Las Vegas, Nevada, United States",6 guests ·  · 2 bedrooms ·  · 5 beds ·  · 2 baths,€ 279 ,Hosted by Maya,10 years hosting,Not guest favourite,Not guest favourite
Upscale Studio at MGM Signature,"Entire rental unit in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 473 ,Hosted by Connor, · 1 year hosting,Not guest favourite,Not guest favourite
L5 min To Strip No Resort Fees Free Parking,"Entire condo in Paradise, Nevada, United States",6 guests ·  · 2 bedrooms ·  · 3 beds ·  · 2 baths,€ 279 ,Hosted by Maya,10 years hosting,Not guest favourite,Not guest favourite
A BEATIFUL CONDO SUITE/FULL KITCHEN HOT TUB POOLS,"Entire condo in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 288 ,Hosted by El,4 years hosting,4.95,19
3minDriveToStripLuxHome HeatedPoolHotTubParkFree,"Entire condo in Las Vegas, Nevada, United States",6 guests ·  · 2 bedrooms ·  · 4 beds ·  · 2 baths,€ 279 ,Hosted by Maya,10 years hosting,Not guest favourite,Not guest favourite
Home Away From Home,"Private room in home in Las Vegas, Nevada, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 2 baths,€ 106 ,Hosted by Dee,2 months hosting,Not guest favourite,Not guest favourite
