Apartment Name,Short Description,Rooms and Bathrooms,Price per Night,Host Name,Account Active Since,Guest favourite stars,Guest favourite reviews
"ar22 Cute 3 bedroom ""Acomodis"" apartment El Born!","Entire rental unit in Barcelona, Spain",4 guests ·  · 3 bedrooms ·  · 4 beds ·  · 1 bath,€ 330 ,Hosted by Acomodis Apartments,12 years hosting,Not guest favourite,Not guest favourite
Beautiful waterfront refurbished home,"Entire home in Premià de Mar, Spain",5 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,€ 162 ,Hosted by Lara,11 months hosting,Not guest favourite,Not guest favourite
camper love,"Camper/RV in Sabadell, Spain",3 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 64 ,Hosted by Tania,11 months hosting,Not guest favourite,Not guest favourite
Double room with pool,"Room in Vilassar de Mar, Spain",1 bed ·  · Shared bathroom,€ 50 ,Stay with Juan,9 months hosting,Not guest favourite,Not guest favourite
"pdo4 City center, Nice stay in Barcelona Gothic!","Entire rental unit in Barcelona, Spain",6 guests ·  · 2 bedrooms ·  · 4 beds ·  · 1 bath,€ 389 ,Hosted by Acomodis Apartments,12 years hosting,Not guest favourite,Not guest favourite
hprh1 Great 3 bedr 2 bathr flat close Port-Ramblas,"Entire rental unit in Barcelona, Spain",6 guests ·  · 3 bedrooms ·  · 4 beds ·  · 2 baths,€ 600 ,Hosted by Acomodis Apartments,12 years hosting,Not guest favourite,Not guest favourite
House just 5 minutes from the beach.,"Entire home in Castelldefels, Spain",5 guests ·  · 2 bedrooms ·  · 3 beds ·  · 2 baths,€ 276 ,Hosted by Pilar,5 years hosting,Not guest favourite,Not guest favourite
roc Great 8 bedrooms 4 bathr Groupflat L'Eixample,"Entire rental unit in Barcelona, Spain",14 guests ·  · 8 bedrooms ·  · 11 beds ·  · 4 baths,"€ 1,554 ",Hosted by Acomodis Apartments,12 years hosting,Not guest favourite,Not guest favourite
"sfa1 A NICE ""ACOMODIS"" PENTHOUSE SAGRADA FAMILIA!!","Entire rental unit in Barcelona, Spain",4 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,€ 279 ,Hosted by Acomodis Apartments,12 years hosting,Not guest favourite,Not guest favourite
Sabadell camper Rental,"Camper/RV in Sabadell, Spain",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 96 ,Hosted by Tania,11 months hosting,Not guest favourite,Not guest favourite
pdo6 Acomodis apartments right in the Gothic area!,"Entire rental unit in Barcelona, Spain",6 guests ·  · 2 bedrooms ·  · 4 beds ·  · 1 bath,€ 387 ,Hosted by Acomodis Apartments,12 years hosting,Not guest favourite,Not guest favourite
Can Ginesta Fel&tranquilo,"Entire home in Vallromanes, Spain",6 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,€ 188 ,Hosted by My Grupdor SL,9 months hosting,Not guest favourite,Not guest favourite
